method,dataset,rep,clones,beta,lambdaE,N,pNormal,lambdaDelta,focal,mean_library_size,mean_allelic_coverage,phase_switch,wgd,doublet,hscn_error,tcn_mse,clone_ari,clone_nmi,loh_f1,loh_precision,loh_recall,msr,breakpoint_f1,breakpoint_precision,breakpoint_recall,nrf_distance,tree_coverage,cell_node_match_accuracy,retention_rate
SEACON,beta_0_5_rep42,42,4,0.5,40.0,200,0.1,2.0,0.7,100.0,0.2,0.01,0.0,0.0,1.30140625,NA,0.2549951276161692,0.4680416561384613,0.903869407496977,0.9881031064111038,0.8328690807799443,1.0,0.2611683848797251,0.15261044176706828,0.9047619047619048,NA,NA,NA,NA
SEACON,beta_0_5_rep43,43,4,0.5,40.0,200,0.1,2.0,0.7,100.0,0.2,0.01,0.0,0.0,0.4755844155844156,NA,0.2285837129592718,0.5012069624574648,0.8493827160493828,0.9476584022038568,0.7695749440715883,NA,0.8333333333333334,0.8490566037735849,0.8181818181818182,NA,NA,NA,NA
SEACON,beta_0_5_rep44,44,4,0.5,40.0,200,0.1,2.0,0.7,100.0,0.2,0.01,0.0,0.0,1.4487323943661972,NA,0.2999358107406793,0.5006239478489328,0.9186449719925313,0.9959514170040485,0.8524752475247525,0.6666666666666666,0.1116751269035533,0.05953991880920163,0.8979591836734694,NA,NA,NA,NA
SEACON,beta_0_5_rep45,45,4,0.5,40.0,200,0.1,2.0,0.7,100.0,0.2,0.01,0.0,0.0,0.3029411764705882,NA,0.7670499092364237,0.8135519848145821,0.8823900694298338,0.9374161823871257,0.8334658187599364,1.0,0.7478260869565218,0.8269230769230769,0.6825396825396826,NA,NA,NA,NA
SEACON,beta_0_5_rep46,46,4,0.5,40.0,200,0.1,2.0,0.7,100.0,0.2,0.01,0.0,0.0,1.4864754098360655,NA,0.3502384188218995,0.4957793372397623,0.6788813886210222,0.9915492957746479,0.5161290322580645,NA,0.4689655172413793,0.32075471698113206,0.8717948717948718,NA,NA,NA,NA
SEACON,cells_500_rep42,42,4,0.5,40.0,500,0.1,2.0,0.7,100.0,0.2,0.01,0.0,0.0,1.410126582278481,NA,0.706218392209868,0.7785527399011098,0.9200893624334078,0.9972061836468616,0.8540437071303238,0.9411764705882353,0.05004389815627743,0.025664115263394866,1.0,NA,NA,NA,NA
SEACON,cells_500_rep43,43,4,0.5,40.0,500,0.1,2.0,0.7,100.0,0.2,0.01,0.0,0.0,0.6941627906976744,NA,0.5195103841929363,0.7021040717670345,0.9459661354581673,0.9751026694045175,0.9185203094777563,0.6,0.08076923076923079,0.042112299465240643,0.984375,NA,NA,NA,NA
SEACON,cells_500_rep44,44,4,0.5,40.0,500,0.1,2.0,0.7,100.0,0.2,0.01,0.0,0.0,1.738186046511628,NA,0.9535764178571388,0.9430937159960824,0.9397022598264967,0.9943336355394379,0.890761421319797,0.3333333333333333,0.034688346883468835,0.01765030336458908,1.0,NA,NA,NA,NA
SEACON,cells_500_rep45,45,4,0.5,40.0,500,0.1,2.0,0.7,100.0,0.2,0.01,0.0,0.0,0.6731940298507463,NA,0.5662050125021396,0.7041393274700957,0.9530868356775879,0.9921094160967912,0.9170178282009724,NA,0.05462445685909373,0.0280970625798212,0.9777777777777777,NA,NA,NA,NA
SEACON,cells_500_rep46,46,4,0.5,40.0,500,0.1,2.0,0.7,100.0,0.2,0.01,0.0,0.0,0.8308955223880597,NA,0.41548831096617883,0.5662741321810534,0.8720412884854957,0.9967453213995118,0.7750711800063271,1.0,0.12371134020618557,0.06624605678233439,0.9333333333333333,NA,NA,NA,NA
SEACON,cells_50_rep42,42,4,0.5,40.0,50,0.1,2.0,0.7,100.0,0.2,0.01,0.0,0.0,0.8617721518987341,NA,0.4611945916455557,0.6330695991078016,0.8729184925503944,0.9861386138613861,0.7830188679245284,1.0,0.7580645161290324,0.7014925373134329,0.8245614035087719,NA,NA,NA,NA
SEACON,cells_50_rep43,43,4,0.5,40.0,50,0.1,2.0,0.7,100.0,0.2,0.01,0.0,0.0,0.35953488372093023,NA,0.6192759702690221,0.7201937179149147,0.8501362397820164,0.9397590361445783,0.7761194029850746,0.2,0.8503937007874015,0.8571428571428571,0.84375,NA,NA,NA,NA
SEACON,cells_50_rep44,44,4,0.5,40.0,50,0.1,2.0,0.7,100.0,0.2,0.01,0.0,0.0,0.6551162790697674,NA,0.41887116289730236,0.6219171508077344,0.8525714285714285,0.9815789473684211,0.7535353535353535,0.6666666666666666,0.7737226277372263,0.726027397260274,0.828125,NA,NA,NA,NA
SEACON,cells_50_rep45,45,4,0.5,40.0,50,0.1,2.0,0.7,100.0,0.2,0.01,0.0,0.0,0.5408955223880597,NA,0.4213147628477664,0.6062497587067336,0.9059288537549408,0.9424342105263158,0.8721461187214612,NA,0.7526881720430108,0.7291666666666666,0.7777777777777778,NA,NA,NA,NA
SEACON,cells_50_rep46,46,4,0.5,40.0,50,0.1,2.0,0.7,100.0,0.2,0.01,0.0,0.0,1.1346268656716418,NA,0.37089871611982883,0.6236541227053504,0.7709677419354838,0.9958333333333333,0.6289473684210526,1.0,0.7252747252747253,0.717391304347826,0.7333333333333333,NA,NA,NA,NA
SEACON,clone_2_rep42,42,2,0.5,40.0,200,0.1,2.0,0.7,100.0,0.2,0.01,0.0,0.0,2.795714285714286,NA,0.7537379728254165,0.638542931733188,0.850020104543627,0.9787037037037037,0.7512437810945274,NA,0.1837837837837838,0.1033434650455927,0.8292682926829268,NA,NA,NA,NA
SEACON,clone_2_rep43,43,2,0.5,40.0,200,0.1,2.0,0.7,100.0,0.2,0.01,0.0,0.0,1.5505172413793102,NA,-0.03891107018446872,0.1516584984442374,0.9657210401891254,0.9600470035252644,0.9714625445897741,NA,0.15816326530612243,0.08707865168539326,0.8611111111111112,NA,NA,NA,NA
SEACON,clone_2_rep44,44,2,0.5,40.0,200,0.1,2.0,0.7,100.0,0.2,0.01,0.0,0.0,1.0455555555555556,NA,0.17850427884919134,0.37791739276064684,0.9476405946994183,0.984553391537945,0.9133956386292835,1.0,0.07094918504314476,0.036926147704590816,0.9024390243902439,NA,NA,NA,NA
SEACON,clone_2_rep45,45,2,0.5,40.0,200,0.1,2.0,0.7,100.0,0.2,0.01,0.0,0.0,2.728466666666667,NA,0.6526150707924304,0.6222611913014837,0.8830424589736912,0.9929701230228472,0.7950281425891182,0.75,0.0966702470461869,0.05125284738041002,0.8490566037735849,NA,NA,NA,NA
SEACON,clone_2_rep46,46,2,0.5,40.0,200,0.1,2.0,0.7,100.0,0.2,0.01,0.0,0.0,0.9164893617021277,NA,-0.08950021894997054,0.08656897768613042,0.9201451905626135,0.9863813229571985,0.8622448979591837,NA,0.5660377358490566,0.5357142857142857,0.6,NA,NA,NA,NA
SEACON,clone_4_rep42,42,4,0.5,40.0,200,0.1,2.0,0.7,100.0,0.2,0.01,0.0,0.0,1.816171875,NA,0.2618614076859113,0.43150118987310004,0.9052950075642966,0.990728476821192,0.8334261838440111,1.0,0.25,0.1450381679389313,0.9047619047619048,NA,NA,NA,NA
SEACON,clone_4_rep43,43,4,0.5,40.0,200,0.1,2.0,0.7,100.0,0.2,0.01,0.0,0.0,0.7201298701298702,NA,0.26230992275968396,0.47006948972708107,0.8806783767413687,0.9603698811096433,0.8131991051454138,NA,0.5974025974025974,0.46464646464646464,0.8363636363636363,NA,NA,NA,NA
SEACON,clone_4_rep44,44,4,0.5,40.0,200,0.1,2.0,0.7,100.0,0.2,0.01,0.0,0.0,0.8883098591549295,NA,0.35639301056380457,0.49371846211440606,0.9077669902912622,0.9970379146919431,0.8331683168316831,0.6666666666666666,0.3111111111111111,0.19004524886877827,0.8571428571428571,NA,NA,NA,NA
SEACON,clone_4_rep45,45,4,0.5,40.0,200,0.1,2.0,0.7,100.0,0.2,0.01,0.0,0.0,0.367,NA,0.5583189053483076,0.6386125688919171,0.8806913996627318,0.9376122082585279,0.8302861685214626,1.0,0.7226890756302521,0.7678571428571429,0.6825396825396826,NA,NA,NA,NA
SEACON,clone_4_rep46,46,4,0.5,40.0,200,0.1,2.0,0.7,100.0,0.2,0.01,0.0,0.0,1.5268852459016393,NA,0.3686736554698481,0.4963207736366979,0.6408730158730159,0.99079754601227,0.4736070381231672,NA,0.32323232323232326,0.20125786163522014,0.8205128205128205,NA,NA,NA,NA
SEACON,clone_8_rep42,42,8,0.5,40.0,200,0.1,2.0,0.7,100.0,0.2,0.01,0.0,0.0,0.839873417721519,NA,0.28806330797283414,0.590476179433952,0.799073537927041,0.9504132231404959,0.6893106893106893,0.75,0.5833333333333334,0.717948717948718,0.49122807017543857,NA,NA,NA,NA
SEACON,clone_8_rep43,43,8,0.5,40.0,200,0.1,2.0,0.7,100.0,0.2,0.01,0.0,0.0,0.22859756097560976,NA,0.7058694653737644,0.8142310764222205,0.9135654261704682,0.9895968790637191,0.8483835005574136,1.0,0.6373626373626374,0.9354838709677419,0.48333333333333334,NA,NA,NA,NA
SEACON,clone_8_rep44,44,8,0.5,40.0,200,0.1,2.0,0.7,100.0,0.2,0.01,0.0,0.0,1.2491911764705883,NA,0.23093551066436496,0.5334521069944754,0.8456425406203841,0.979469632164243,0.7439896036387265,0.5,0.11428571428571427,0.06306306306306306,0.6086956521739131,NA,NA,NA,NA
SEACON,clone_8_rep45,45,8,0.5,40.0,200,0.1,2.0,0.7,100.0,0.2,0.01,0.0,0.0,0.7028472222222222,NA,0.561690280135918,0.7164709762435596,0.9152542372881356,0.9901477832512315,0.8508936970837253,0.0,0.09126984126984128,0.05066079295154185,0.46,NA,NA,NA,NA
SEACON,clone_8_rep46,46,8,0.5,40.0,200,0.1,2.0,0.7,100.0,0.2,0.01,0.0,0.0,2.8120394736842105,NA,0.18904420283685885,0.426496062726864,0.882734236888627,0.9973368841544608,0.7917547568710359,NA,0.1181818181818182,0.06735751295336788,0.48148148148148145,NA,NA,NA,NA
SEACON,coverage_0_005_rep42,42,4,0.5,40.0,200,0.1,2.0,0.7,16.67,0.005,0.01,0.0,0.0,2.0815822784810125,NA,0.5986685393842106,0.7368774685351671,0.5946594659465947,0.4781664656212304,0.7861959539865133,0.9411764705882353,0.6518518518518518,0.5641025641025641,0.7719298245614035,NA,NA,NA,NA
SEACON,coverage_0_005_rep43,43,4,0.5,40.0,200,0.1,2.0,0.7,16.67,0.005,0.01,0.0,0.0,1.2611046511627908,NA,0.5576032289224674,0.7204615016930975,0.5887978142076503,0.47172564757387814,0.7831617201695942,0.8,0.28205128205128205,0.1774193548387097,0.6875,NA,NA,NA,NA
SEACON,coverage_0_005_rep44,44,4,0.5,40.0,200,0.1,2.0,0.7,16.67,0.005,0.01,0.0,0.0,1.8866279069767442,NA,0.7795456658967177,0.7957587267570895,0.5312104215668536,0.42773892773892774,0.7007159904534607,0.3333333333333333,0.23129251700680273,0.13527851458885942,0.796875,NA,NA,NA,NA
SEACON,coverage_0_005_rep45,45,4,0.5,40.0,200,0.1,2.0,0.7,16.67,0.005,0.01,0.0,0.0,1.681044776119403,NA,0.7008970891747146,0.776233033167815,0.7480757229040983,0.6883614088820827,0.8191343963553531,NA,0.3319148936170213,0.20526315789473684,0.8666666666666667,NA,NA,NA,NA
SEACON,coverage_0_005_rep46,46,4,0.5,40.0,200,0.1,2.0,0.7,16.67,0.005,0.01,0.0,0.0,1.9215671641791046,NA,0.5481371427647205,0.697313117607467,0.25096068578185043,0.15555148406009528,0.6490825688073395,1.0,0.6122448979591837,0.5660377358490566,0.6666666666666666,NA,NA,NA,NA
SEACON,coverage_0_02_rep42,42,4,0.5,40.0,200,0.1,2.0,0.7,66.67,0.02,0.01,0.0,0.0,1.434493670886076,NA,0.5465581643858122,0.6791337680432594,0.829557950296899,0.930898321816387,0.7481158270527568,1.0,0.6216216216216216,0.5054945054945055,0.8070175438596491,NA,NA,NA,NA
SEACON,coverage_0_02_rep43,43,4,0.5,40.0,200,0.1,2.0,0.7,66.67,0.02,0.01,0.0,0.0,0.8726162790697675,NA,0.5297735108747053,0.6997039284797127,0.8616915422885573,0.9523460410557185,0.7867958812840703,1.0,0.8260869565217391,0.7702702702702703,0.890625,NA,NA,NA,NA
SEACON,coverage_0_02_rep44,44,4,0.5,40.0,200,0.1,2.0,0.7,66.67,0.02,0.01,0.0,0.0,1.1147674418604652,NA,0.6135046936092553,0.7044679596784412,0.8614474038202851,0.9870530209617756,0.7642004773269689,0.6666666666666666,0.14006888633754305,0.07558859975216853,0.953125,NA,NA,NA,NA
SEACON,coverage_0_02_rep45,45,4,0.5,40.0,200,0.1,2.0,0.7,66.67,0.02,0.01,0.0,0.0,1.3905223880597015,NA,0.5156034755936898,0.6265648883930162,0.8590792241177846,0.8819577735124761,0.8373576309794989,NA,0.11181702668360864,0.05929919137466307,0.9777777777777777,NA,NA,NA,NA
SEACON,coverage_0_02_rep46,46,4,0.5,40.0,200,0.1,2.0,0.7,66.67,0.02,0.01,0.0,0.0,0.9487313432835821,NA,0.49220964126838396,0.6713040769908833,0.7823255813953489,0.998812351543943,0.6429663608562691,1.0,0.6415094339622641,0.5573770491803278,0.7555555555555555,NA,NA,NA,NA
SEACON,coverage_0_05_rep42,42,4,0.5,40.0,200,0.1,2.0,0.7,166.67,0.05,0.01,0.0,0.0,0.7070886075949367,NA,0.498931757516324,0.6365135337749859,0.888157894736842,0.9931338891613536,0.803252677508925,1.0,0.3722627737226277,0.2350230414746544,0.8947368421052632,NA,NA,NA,NA
SEACON,coverage_0_05_rep43,43,4,0.5,40.0,200,0.1,2.0,0.7,166.67,0.05,0.01,0.0,0.0,1.0354651162790698,NA,0.46768097269893694,0.6143629321224917,0.8583863408101774,0.9595808383233533,0.7764990914597214,0.8,0.842857142857143,0.7763157894736842,0.921875,NA,NA,NA,NA
SEACON,coverage_0_05_rep44,44,4,0.5,40.0,200,0.1,2.0,0.7,166.67,0.05,0.01,0.0,0.0,1.2622093023255814,NA,0.505156287936998,0.6583928711151276,0.86496644295302,0.9883435582822085,0.7689737470167064,0.6666666666666666,0.14139110604332952,0.07626076260762607,0.96875,NA,NA,NA,NA
SEACON,coverage_0_05_rep45,45,4,0.5,40.0,200,0.1,2.0,0.7,166.67,0.05,0.01,0.0,0.0,0.9244029850746268,NA,0.5213349823383362,0.6428964018701309,0.8812074001947419,0.9461578672242551,0.8246013667425968,NA,0.7959183673469387,0.7358490566037735,0.8666666666666667,NA,NA,NA,NA
SEACON,coverage_0_05_rep46,46,4,0.5,40.0,200,0.1,2.0,0.7,166.67,0.05,0.01,0.0,0.0,1.4167910447761194,NA,0.5014639058345316,0.6570918216542153,0.7809611829944547,0.9871495327102804,0.6460244648318043,1.0,0.6190476190476191,0.48148148148148145,0.8666666666666667,NA,NA,NA,NA
SEACON,coverage_0_1_rep42,42,4,0.5,40.0,200,0.1,2.0,0.7,333.33,0.1,0.01,0.0,0.0,1.6431645569620252,NA,0.40035033174074114,0.600127009260694,0.8924355050284215,0.9941548952752071,0.8095993653312178,1.0,0.13896457765667575,0.07533234859675036,0.8947368421052632,NA,NA,NA,NA
SEACON,coverage_0_1_rep43,43,4,0.5,40.0,200,0.1,2.0,0.7,333.33,0.1,0.01,0.0,0.0,0.6661046511627907,NA,0.6034794645618987,0.7377634683455347,0.886208020867297,0.9597457627118644,0.823137492428831,1.0,0.8484848484848485,0.8235294117647058,0.875,NA,NA,NA,NA
SEACON,coverage_0_1_rep44,44,4,0.5,40.0,200,0.1,2.0,0.7,333.33,0.1,0.01,0.0,0.0,1.5157558139534884,NA,0.3312925047603664,0.47800835114890455,0.8509835623821073,0.9771039603960396,0.7536992840095466,1.0,0.21366024518388793,0.1203155818540434,0.953125,NA,NA,NA,NA
SEACON,coverage_0_1_rep45,45,4,0.5,40.0,200,0.1,2.0,0.7,333.33,0.1,0.01,0.0,0.0,0.8415671641791045,NA,0.49642560732857005,0.6635398277286843,0.9011042944785277,0.9765957446808511,0.8364464692482916,NA,0.2907801418439716,0.1729957805907173,0.9111111111111111,NA,NA,NA,NA
SEACON,coverage_0_1_rep46,46,4,0.5,40.0,200,0.1,2.0,0.7,333.33,0.1,0.01,0.0,0.0,0.6771641791044776,NA,0.5611106068612466,0.730479804406771,0.8371060807811807,0.9978835978835979,0.7209480122324159,0.5,0.2131979695431472,0.12034383954154727,0.9333333333333333,NA,NA,NA,NA
SEACON,doublet_0_02_rep42,42,4,0.5,40.0,200,0.1,2.0,0.7,100.0,0.2,0.01,0.0,0.02,0.8521518987341772,NA,0.22587902811361163,0.4377589562464523,0.872840053167922,0.9899497487437185,0.7805071315372425,1.0,0.1755593803786575,0.09732824427480916,0.8947368421052632,NA,NA,NA,NA
SEACON,doublet_0_02_rep43,43,4,0.5,40.0,200,0.1,2.0,0.7,100.0,0.2,0.01,0.0,0.02,0.8945930232558139,NA,0.37627935030414866,0.49487546394070714,0.8450704225352111,0.9559939301972686,0.7572115384615384,0.6,0.8208955223880597,0.7857142857142857,0.859375,NA,NA,NA,NA
SEACON,doublet_0_02_rep44,44,4,0.5,40.0,200,0.1,2.0,0.7,100.0,0.2,0.01,0.0,0.02,1.3025581395348838,NA,0.6157168413476026,0.6319570227174444,0.8585157501334756,0.9901477832512315,0.7577756833176249,0.75,0.12896405919661733,0.0691609977324263,0.953125,NA,NA,NA,NA
SEACON,doublet_0_02_rep45,45,4,0.5,40.0,200,0.1,2.0,0.7,100.0,0.2,0.01,0.0,0.02,0.7005970149253732,NA,0.3774605733051142,0.5776711378596512,0.8848514608396758,0.9677765843179377,0.815015829941203,NA,0.7307692307692307,0.6440677966101694,0.8444444444444444,NA,NA,NA,NA
SEACON,doublet_0_02_rep46,46,4,0.5,40.0,200,0.1,2.0,0.7,100.0,0.2,0.01,0.0,0.02,1.7427611940298506,NA,0.43956199326964707,0.5803354847869822,0.8214765100671141,0.996742671009772,0.6986301369863014,1.0,0.1995249406175772,0.11170212765957446,0.9333333333333333,NA,NA,NA,NA
SEACON,doublet_0_05_rep42,42,4,0.5,40.0,200,0.1,2.0,0.7,100.0,0.2,0.01,0.0,0.05,1.3890506329113923,NA,0.1907238699213016,0.3891926123144187,0.869334512491709,0.983983983983984,0.7786138613861386,1.0,0.1361815754339119,0.07369942196531792,0.8947368421052632,NA,NA,NA,NA
SEACON,doublet_0_05_rep43,43,4,0.5,40.0,200,0.1,2.0,0.7,100.0,0.2,0.01,0.0,0.05,0.4149418604651163,NA,0.6032544231205835,0.6936960454880071,0.8642297650130548,0.953203743700504,0.7904477611940298,0.6,0.859375,0.859375,0.859375,NA,NA,NA,NA
SEACON,doublet_0_05_rep44,44,4,0.5,40.0,200,0.1,2.0,0.7,100.0,0.2,0.01,0.0,0.05,2.5099418604651165,NA,0.33567190373681927,0.5126753212385472,0.8443473511742218,0.9878594249201278,0.73724368144969,1.0,0.21897810218978103,0.12396694214876033,0.9375,NA,NA,NA,NA
SEACON,doublet_0_05_rep45,45,4,0.5,40.0,200,0.1,2.0,0.7,100.0,0.2,0.01,0.0,0.05,0.6848507462686567,NA,0.38329185351951855,0.549600596152584,0.8495528669121516,0.9590261282660333,0.7625118035882908,NA,0.7956989247311829,0.7708333333333334,0.8222222222222222,NA,NA,NA,NA
SEACON,doublet_0_05_rep46,46,4,0.5,40.0,200,0.1,2.0,0.7,100.0,0.2,0.01,0.0,0.05,0.6725373134328358,NA,0.540531980249255,0.6879014697282899,0.8294607628233233,0.9947423764458465,0.7112781954887218,1.0,0.27986348122866894,0.16532258064516128,0.9111111111111111,NA,NA,NA,NA
SEACON,events_10_rep42,42,4,0.5,10.0,200,0.1,2.0,0.7,100.0,0.2,0.01,0.0,0.0,0.08833333333333333,NA,0.5154194036449591,0.6553822403014543,0.8816666666666667,1.0,0.7883755588673621,0.0,0.03636363636363636,0.01871657754010695,0.6363636363636364,NA,NA,NA,NA
SEACON,events_10_rep43,43,4,0.5,10.0,200,0.1,2.0,0.7,100.0,0.2,0.01,0.0,0.0,0.895375,NA,0.08918273117713055,0.34685747013159224,0.9540229885057471,0.9803149606299213,0.9291044776119403,NA,0.923076923076923,0.8571428571428571,1.0,NA,NA,NA,NA
SEACON,events_10_rep44,44,4,0.5,10.0,200,0.1,2.0,0.7,100.0,0.2,0.01,0.0,0.0,1.0125641025641026,NA,0.4180514701571172,0.6467690064433599,0.8754285714285714,0.9033018867924528,0.8492239467849224,NA,0.5909090909090909,0.48148148148148145,0.7647058823529411,NA,NA,NA,NA
SEACON,events_10_rep45,45,4,0.5,10.0,200,0.1,2.0,0.7,100.0,0.2,0.01,0.0,0.0,0.23652777777777778,NA,0.5889878069435072,0.6901894159651356,0.6666666666666667,0.9764705882352941,0.5060975609756098,NA,0.8148148148148148,0.8461538461538461,0.7857142857142857,NA,NA,NA,NA
SEACON,events_10_rep46,46,4,0.5,10.0,200,0.1,2.0,0.7,100.0,0.2,0.01,0.0,0.0,0.663625,NA,0.17982393308831884,0.42721638800422645,0.6878727634194831,0.9719101123595506,0.5323076923076923,NA,0.12903225806451613,0.07035175879396985,0.7777777777777778,NA,NA,NA,NA
SEACON,events_80_rep42,42,4,0.5,80.0,200,0.1,2.0,0.7,100.0,0.2,0.01,0.0,0.0,1.2225912408759123,NA,0.3119148931840147,0.47105828172209707,0.8285435419151935,0.9337570276216084,0.7446393762183235,0.8,0.6690647482014388,0.5705521472392638,0.808695652173913,NA,NA,NA,NA
SEACON,events_80_rep43,43,4,0.5,80.0,200,0.1,2.0,0.7,100.0,0.2,0.01,0.0,0.0,0.645531914893617,NA,0.48516281373872505,0.6466850354164078,0.8989696239796601,0.9727772951057052,0.8355721393034826,0.16666666666666666,0.2369337979094077,0.13746630727762804,0.8571428571428571,NA,NA,NA,NA
SEACON,events_80_rep44,44,4,0.5,80.0,200,0.1,2.0,0.7,100.0,0.2,0.01,0.0,0.0,0.7014615384615385,NA,0.6993768984022606,0.7518510316448621,0.9174518639901679,0.9920265780730897,0.8533053915031434,0.6521739130434783,0.2291407222914072,0.13237410071942446,0.8518518518518519,NA,NA,NA,NA
SEACON,events_80_rep45,45,4,0.5,80.0,200,0.1,2.0,0.7,100.0,0.2,0.01,0.0,0.0,0.6511811023622047,NA,0.6738708004816465,0.7350922631331092,0.9257717655220258,0.979090242112986,0.8779605263157895,0.918918918918919,0.1418867924528302,0.07704918032786885,0.8952380952380953,NA,NA,NA,NA
SEACON,events_80_rep46,46,4,0.5,80.0,200,0.1,2.0,0.7,100.0,0.2,0.01,0.0,0.0,1.2390291262135922,NA,0.6061336682862013,0.7238028591915407,0.7867036011080332,0.8792569659442725,0.7117794486215538,1.0,0.7631578947368421,0.8169014084507042,0.7160493827160493,NA,NA,NA,NA
SEACON,focal_0_3_rep42,42,4,0.5,40.0,200,0.1,2.0,0.3,100.0,0.2,0.01,0.0,0.0,2.1144166666666666,NA,0.5565919462324191,0.6792340388061933,0.9321141590468274,0.9911608721272834,0.8797071129707112,0.6666666666666666,0.08117249154453214,0.04240282685512368,0.9473684210526315,NA,NA,NA,NA
SEACON,focal_0_3_rep43,43,4,0.5,40.0,200,0.1,2.0,0.3,100.0,0.2,0.01,0.0,0.0,0.4736206896551724,NA,0.6455205152038241,0.7397565903356201,0.9380315917375457,0.9763912310286678,0.9025720966484801,0.0,0.9090909090909091,0.8536585365853658,0.9722222222222222,NA,NA,NA,NA
SEACON,focal_0_3_rep44,44,4,0.5,40.0,200,0.1,2.0,0.3,100.0,0.2,0.01,0.0,0.0,0.49446969696969695,NA,0.7615265199476515,0.746531655530004,0.9590429845904298,0.9987331081081081,0.922386895475819,0.6,0.1033112582781457,0.05485232067510549,0.8863636363636364,NA,NA,NA,NA
SEACON,focal_0_3_rep45,45,4,0.5,40.0,200,0.1,2.0,0.3,100.0,0.2,0.01,0.0,0.0,0.9452459016393443,NA,0.6840798638492211,0.7826808180587888,0.9498029809833818,0.9946178686759957,0.9088524590163934,0.9545454545454546,0.12687813021702835,0.06785714285714285,0.9743589743589743,NA,NA,NA,NA
SEACON,focal_0_3_rep46,46,4,0.5,40.0,200,0.1,2.0,0.3,100.0,0.2,0.01,0.0,0.0,0.3334375,NA,0.6204786037182435,0.7541561566881323,0.9475758770201025,0.9662379421221865,0.9296210363495746,1.0,0.09843400447427293,0.052256532066508314,0.8461538461538461,NA,NA,NA,NA
SEACON,focal_1_0_rep42,42,4,0.5,40.0,200,0.1,2.0,1.0,100.0,0.2,0.01,0.0,0.0,1.297659574468085,NA,0.20907943667411996,0.3905379124013467,0.8892850069320657,0.962280325760823,0.8265832106038291,1.0,0.3462532299741602,0.2126984126984127,0.9305555555555556,NA,NA,NA,NA
SEACON,focal_1_0_rep43,43,4,0.5,40.0,200,0.1,2.0,1.0,100.0,0.2,0.01,0.0,0.0,0.7338823529411764,NA,0.5991181234585214,0.7338941903792993,0.717891194615816,0.9495548961424333,0.5770964833183048,NA,0.7591240875912408,0.7027027027027027,0.8253968253968254,NA,NA,NA,NA
SEACON,focal_1_0_rep44,44,4,0.5,40.0,200,0.1,2.0,1.0,100.0,0.2,0.01,0.0,0.0,1.0225824175824176,NA,0.4369655870905097,0.6223623293423316,0.8132530120481928,0.9183673469387755,0.7297297297297297,NA,0.5507246376811594,0.41304347826086957,0.8260869565217391,NA,NA,NA,NA
SEACON,focal_1_0_rep45,45,4,0.5,40.0,200,0.1,2.0,1.0,100.0,0.2,0.01,0.0,0.0,0.5292460317460318,NA,0.4534386212403279,0.5756964299828145,0.8060641858633588,0.9660217083529967,0.691554054054054,0.0,0.5745454545454545,0.4619883040935672,0.7596153846153846,NA,NA,NA,NA
SEACON,focal_1_0_rep46,46,4,0.5,40.0,200,0.1,2.0,1.0,100.0,0.2,0.01,0.0,0.0,0.6356547619047619,NA,0.2968557685544341,0.5109525128609597,0.4960806270996641,0.9465811965811965,0.33611532625189683,NA,0.7222222222222221,0.8478260869565217,0.6290322580645161,NA,NA,NA,NA
SEACON,normal_0_0_rep42,42,4,0.5,40.0,200,0.0,2.0,0.7,100.0,0.2,0.01,0.0,0.0,1.114367088607595,NA,0.268162317752068,0.461268890538493,0.8848651840188938,0.9876977152899824,0.8014260249554367,0.9,0.1366120218579235,0.07407407407407407,0.8771929824561403,NA,NA,NA,NA
SEACON,normal_0_0_rep43,43,4,0.5,40.0,200,0.0,2.0,0.7,100.0,0.2,0.01,0.0,0.0,0.6808720930232558,NA,0.15835086580307273,0.3578732673348101,0.8589435774309724,0.9527296937416777,0.7819672131147541,0.75,0.8148148148148148,0.7746478873239436,0.859375,NA,NA,NA,NA
SEACON,normal_0_0_rep44,44,4,0.5,40.0,200,0.0,2.0,0.7,100.0,0.2,0.01,0.0,0.0,0.9219767441860465,NA,0.4398535421121687,0.541211441606219,0.8838444820091765,0.9945652173913043,0.7953063885267275,0.5833333333333334,0.1265560165975104,0.06777777777777778,0.953125,NA,NA,NA,NA
SEACON,normal_0_0_rep45,45,4,0.5,40.0,200,0.0,2.0,0.7,100.0,0.2,0.01,0.0,0.0,0.7047014925373134,NA,0.4660206603468867,0.667484684664786,0.9049250535331905,0.9750807568066451,0.8441869756292449,NA,0.2679127725856698,0.15579710144927536,0.9555555555555556,NA,NA,NA,NA
SEACON,normal_0_0_rep46,46,4,0.5,40.0,200,0.0,2.0,0.7,100.0,0.2,0.01,0.0,0.0,0.6577611940298508,NA,0.4948225095373085,0.6458136749127308,0.8773800456968774,0.9991326973113617,0.7820773930753564,1.0,0.20192307692307693,0.11320754716981132,0.9333333333333333,NA,NA,NA,NA
SEACON,normal_0_3_rep42,42,4,0.5,40.0,200,0.3,2.0,0.7,100.0,0.2,0.01,0.0,0.0,0.4175949367088608,NA,0.546446071977037,0.6812240793918289,0.8830359671481167,0.9917302798982188,0.7958141909137315,1.0,0.27450980392156865,0.16333333333333333,0.8596491228070176,NA,NA,NA,NA
