tool,dataset,breakpoint_f1,clone_ari,hscn_error,loh_f1,msr,nrf_distance,tcn_mse,tree_coverage
CONET,focal_1_0_rep43,0.39622641509433965,,,,,0.375,,1.0
CONET,focal_1_0_rep44,0.375,,,,,0.375,,1.0
CONET,focal_1_0_rep45,0.28571428571428575,,,,,0.3333333333333333,,1.0
CONET,focal_1_0_rep46,0.39999999999999997,,,,,0.375,,0.8
CONET,normal_0_0_rep42,0.42,,,,,0.5,,1.0
CONET,normal_0_0_rep43,0.3925233644859813,,,,,0.6666666666666666,,1.0
CONET,normal_0_0_rep44,0.3925233644859813,,,,,0.3333333333333333,,1.0
CONET,normal_0_0_rep45,0.47727272727272724,,,,,0.75,,1.0
CONET,normal_0_0_rep46,0.47727272727272724,,,,,0.3333333333333333,,1.0
CONET,normal_0_3_rep42,0.42,,,,,0.375,,0.8
CONET,normal_0_3_rep43,0.3925233644859813,,,,,0.375,,0.8
CONET,normal_0_3_rep44,0.3925233644859813,,,,,0.375,,1.0
CONET,normal_0_3_rep45,0.47727272727272724,,,,,0.5,,1.0
CONET,normal_0_3_rep46,0.47727272727272724,,,,,0.25,,1.0
CNRein,amplitude_1_0_rep42,0.0,-0.0016727292732862384,0.28269736842105264,,,,0.4119078947368421,
CNRein,amplitude_1_0_rep43,0.028844420407427438,0.8753848691104021,0.2615294117647059,,,,0.3672941176470588,
CNRein,amplitude_1_0_rep44,0.0,0.004503111814019806,0.36630769230769233,,,,0.8387692307692308,
CNRein,amplitude_1_0_rep45,0.0,0.3164854127425397,0.36788461538461537,,,,0.6334615384615384,
CNRein,amplitude_1_0_rep46,0.023876404494382022,0.7543582296024299,0.4074285714285714,,,,0.5462857142857143,
CNRein,amplitude_4_0_rep42,0.0,-0.001730590689001281,0.5062365591397849,,,,1.9501075268817205,
CNRein,amplitude_4_0_rep43,0.0,0.009698359062531657,0.2911170212765957,,,,0.7994148936170212,
CNRein,amplitude_4_0_rep44,0.0,-0.0022386473457085476,0.4395121951219512,,,,1.7302439024390244,
CNRein,amplitude_4_0_rep45,0.0,-0.0031209158495390044,0.43923913043478263,,,,1.3457608695652175,
CNRein,amplitude_4_0_rep46,0.0,,0.5431578947368421,,,,2.909473684210526,
CNRein,beta_0_1_rep42,0.021819461551997186,0.8283321344674254,0.426015625,,,,0.952578125,
CNRein,beta_0_1_rep43,0.024025133986324155,0.7179435277524852,0.25,,,,0.6863636363636364,
CNRein,beta_0_1_rep44,0.0,-0.0036467526045780136,0.4064084507042254,,,,1.0711971830985916,
CNRein,beta_0_1_rep45,0.0,0.010786043568454915,0.28341176470588236,,,,0.4875294117647059,
CNRein,beta_0_1_rep46,0.020610687022900767,0.7398926539496972,0.6528688524590164,,,,2.445655737704918,
CNRein,beta_0_3_rep42,0.0,-0.000625643302589356,0.394296875,,,,0.968359375,
CNRein,beta_0_3_rep43,0.024189114898295765,0.8767209091716345,0.31344155844155847,,,,0.9730519480519481,
CNRein,beta_0_3_rep44,0.0,,0.41098591549295777,,,,1.0914084507042254,
CNRein,beta_0_3_rep45,0.0,0.031173849455110196,0.284,,,,0.4783529411764706,
CNRein,beta_0_3_rep46,0.020634314100114636,0.7141046428484581,0.45377049180327866,,,,1.2824590163934426,
CNRein,beta_0_5_rep42,0.0,-0.0009339171296081094,0.408671875,,,,1.057421875,
CNRein,beta_0_5_rep43,0.024029574861367836,0.8830157893239892,0.2729220779220779,,,,0.8303246753246754,
CNRein,beta_0_5_rep44,0.0,,0.4199295774647887,,,,1.1361267605633802,
CNRein,beta_0_5_rep45,0.0,0.048031952917500856,0.2858823529411765,,,,0.48294117647058826,
CNRein,beta_0_5_rep46,0.02049335863377609,0.7113127171978006,0.5550819672131148,,,,1.4944262295081967,
CNRein,cells_500_rep42,0.0,-0.00028734399124632956,0.431873417721519,,,,1.1011392405063292,
CNRein,cells_500_rep43,0.0,0.00029393296059990144,0.24911627906976744,,,,0.5983255813953489,
CNRein,cells_500_rep44,0.0,0.010249541985355578,0.5621162790697675,,,,1.965093023255814,
CNRein,cells_500_rep45,0.0,-0.0032515360547032022,0.45844776119402986,,,,1.072955223880597,
CNRein,cells_500_rep46,0.0,-0.002723560796424215,0.25149253731343285,,,,0.5220597014925373,
CNRein,cells_50_rep42,0.06848520023215322,0.7352516119817556,0.7129113924050633,,,,1.8956962025316455,
CNRein,cells_50_rep43,0.06138107416879795,0.802875778663024,0.42023255813953486,,,,1.3109302325581396,
CNRein,cells_50_rep44,0.07542857142857143,1.0,0.9532558139534884,,,,3.3109302325581393,
CNRein,cells_50_rep45,0.054859868813357186,0.6143004932755596,0.6570149253731343,,,,1.3913432835820896,
CNRein,cells_50_rep46,0.07133058984910838,0.508651989472978,0.5588059701492537,,,,1.2734328358208955,
CNRein,clone_2_rep42,0.0,,0.41873015873015873,,,,1.13,
CNRein,clone_2_rep43,0.019904034121201352,0.6291173733908039,0.38862068965517244,,,,1.315,
CNRein,clone_2_rep44,0.0,-0.009647027342887887,0.5781746031746032,,,,1.805,
CNRein,clone_2_rep45,0.0,0.6401083577480929,0.4921333333333333,,,,1.3737333333333333,
CNRein,clone_2_rep46,0.014368389543005388,0.543644994850505,0.18648936170212765,,,,0.5179787234042553,
CNRein,clone_4_rep42,0.0,-0.0009339171296081094,0.408671875,,,,1.057421875,
CNRein,clone_4_rep43,0.024029574861367836,0.8830157893239892,0.2729220779220779,,,,0.8303246753246754,
CNRein,clone_4_rep44,0.0,,0.4199295774647887,,,,1.1361267605633802,
CNRein,clone_4_rep45,0.0,0.048031952917500856,0.2858823529411765,,,,0.48294117647058826,
CNRein,clone_4_rep46,0.02049335863377609,0.7113127171978006,0.5550819672131148,,,,1.4944262295081967,
CNRein,clone_8_rep42,0.026661862727436498,0.39958423206666915,0.2830379746835443,,,,0.680253164556962,
CNRein,clone_8_rep43,0.027896596615212946,0.7384688757647007,0.18396341463414634,,,,0.30810975609756097,
CNRein,clone_8_rep44,0.02185205086870858,0.7597968823421697,0.43433823529411764,,,,1.0816911764705883,
CNRein,clone_8_rep45,0.023140495867768594,0.5057173717863995,0.376875,,,,0.5703472222222222,
CNRein,clone_8_rep46,0.0,0.0039627961891842665,0.47789473684210526,,,,1.2515789473684211,
CNRein,events_10_rep42,0.010607915136678909,0.07513890762098872,0.1481818181818182,,,,0.263030303030303,
CNRein,events_10_rep43,0.01081081081081081,0.6862665111585705,0.185125,,,,0.496625,
CNRein,events_10_rep44,0.012153437143942271,0.8063712776682872,0.3232051282051282,,,,0.6298717948717949,
CNRein,events_10_rep45,0.01185241827566431,0.7110181030317504,0.18958333333333333,,,,0.35986111111111113,
CNRein,events_10_rep46,0.013341181086913872,0.48867286284608713,0.269875,,,,0.453875,
CNRein,events_80_rep42,0.0,0.3024282530389987,0.5423722627737226,,,,1.5714233576642336,
CNRein,events_80_rep43,0.0,-0.004700214423991404,0.46386524822695036,,,,1.322517730496454,
CNRein,events_80_rep44,0.0,-0.0015253390972454976,0.9327692307692308,,,,2.605384615384615,
CNRein,events_80_rep45,0.0,-0.0033151875506245983,0.6826771653543308,,,,1.5363779527559056,
CNRein,events_80_rep46,0.0,0.0015490602047942659,0.4040776699029126,,,,0.9169902912621359,
CNRein,focal_0_3_rep42,0.0,0.3640597660106018,0.5801666666666667,,,,1.3223333333333334,
CNRein,focal_0_3_rep43,0.0,0.011579718348948647,0.4354310344827586,,,,1.2257758620689656,
CNRein,focal_0_3_rep44,0.0,0.6385057862763039,0.8154545454545454,,,,2.4724242424242426,
CNRein,focal_0_3_rep45,0.0,-0.003898903587193991,0.8128688524590164,,,,2.1771311475409836,
CNRein,focal_0_3_rep46,0.0,0.10074245888782485,0.6561458333333333,,,,2.2546875,
CNRein,focal_1_0_rep42,0.0,0.0005499699713358108,0.38148936170212766,,,,0.9531914893617022,
CNRein,focal_1_0_rep43,0.028642149929278642,0.29706036283035775,0.3025294117647059,,,,0.9384117647058824,
CNRein,focal_1_0_rep44,0.0,-0.0029687993854256513,0.425989010989011,,,,1.3557692307692308,
CNRein,focal_1_0_rep45,0.0,,0.25043650793650796,,,,0.5244047619047619,
CNRein,focal_1_0_rep46,0.0275049115913556,0.7301215282022563,0.2550595238095238,,,,0.5675595238095238,
CNRein,normal_0_0_rep42,0.0,-0.001725056198234032,0.48348101265822785,,,,1.2322151898734177,
CNRein,normal_0_0_rep43,0.0,-0.003043360759353934,0.2778488372093023,,,,0.6723837209302326,
CNRein,normal_0_0_rep44,0.0,0.009632421756011684,0.6323255813953489,,,,2.201279069767442,
CNRein,normal_0_0_rep45,0.0,-0.01649467486171222,0.49417910447761193,,,,1.175820895522388,
CNRein,normal_0_0_rep46,0.021701085054252712,0.9068582957986935,0.37850746268656715,,,,0.8404477611940299,
CNRein,normal_0_3_rep42,0.0,-0.001810145722747561,0.33772151898734176,,,,0.8688607594936709,
CNRein,normal_0_3_rep43,0.028465998945703744,0.664067429947173,0.2958720930232558,,,,0.7101744186046511,
CNRein,normal_0_3_rep44,0.0,0.005384413126879907,0.4530232558139535,,,,1.5866279069767442,
CNRein,normal_0_3_rep45,0.0,-0.005541751238205105,0.3402985074626866,,,,0.8114925373134328,
CNRein,normal_0_3_rep46,0.020076656324146742,0.7124955951548659,0.27873134328358207,,,,0.621268656716418,
