tool,dataset,breakpoint_f1,clone_ari,hscn_error,loh_f1,msr,nrf_distance,tcn_mse,tree_coverage
CONET,clone_2_rep45,0.43749999999999994,,,,,0.25,,1.0
CONET,clone_2_rep46,0.6176470588235293,,,,,0.25,,0.6666666666666666
CONET,clone_4_rep42,0.49411764705882355,,,,,0.25,,0.8
CONET,clone_4_rep43,0.4285714285714286,,,,,0.375,,1.0
CONET,clone_4_rep44,0.45652173913043476,,,,,0.25,,0.6
CONET,clone_4_rep45,0.39622641509433965,,,,,0.5,,0.75
CONET,clone_4_rep46,0.5121951219512195,,,,,0.25,,0.4
CONET,clone_8_rep42,0.42,,,,,0.375,,0.6666666666666666
CONET,clone_8_rep43,0.40776699029126207,,,,,0.375,,0.7777777777777778
CONET,clone_8_rep44,0.4719101123595506,,,,,0.375,,0.6666666666666666
CONET,clone_8_rep45,0.45161290322580644,,,,,0.5,,0.875
CONET,clone_8_rep46,0.43298969072164956,,,,,0.4375,,0.8888888888888888
CONET,events_10_rep42,0.7777777777777778,,,,,0.375,,0.8
CONET,events_10_rep43,0.6885245901639344,,,,,0.25,,1.0
CONET,events_10_rep44,0.7000000000000001,,,,,0.25,,1.0
CONET,events_10_rep45,0.7368421052631579,,,,,0.375,,1.0
CONET,events_10_rep46,0.6885245901639344,,,,,0.25,,1.0
CONET,events_80_rep42,0.2658227848101266,,,,,0.375,,1.0
CONET,events_80_rep43,0.2592592592592593,,,,,0.375,,1.0
CONET,events_80_rep44,0.2781456953642384,,,,,0.375,,1.0
CONET,events_80_rep45,0.28378378378378377,,,,,0.375,,1.0
CONET,events_80_rep46,0.33870967741935487,,,,,0.375,,1.0
CONET,focal_0_3_rep42,0.5185185185185185,,,,,0.375,,1.0
CONET,focal_0_3_rep43,0.5316455696202531,,,,,0.375,,1.0
CONET,focal_0_3_rep44,0.4827586206896552,,,,,0.375,,0.8
CONET,focal_0_3_rep45,0.5121951219512195,,,,,0.375,,1.0
CONET,focal_0_3_rep46,0.6086956521739131,,,,,0.375,,1.0
CONET,focal_1_0_rep42,0.3652173913043478,,,,,0.375,,1.0
